Rk,School,Conf,AP_Rank,Overall_W,Overall_L,SRS_OSRS,SRS_DSRS,SRS_SRS,Scoring_Off,Scoring_Def,Passing_Off,Passing_Def,Rushing_Off,Rushing_Def,Total_Off,Total_Def,WinPct,MOV,Season,Team,Points_For,Points_Against,Total_Wins,PregameElo_Mean,PregameElo_Start,PostgameElo_End,Excitement,Elo_Delta,AP_Pre,AP_High,ConfStrengthDiff,PollRankGap,SOS
99,South Alabama,Sun Belt,,6,7,-8.4,0.77,-7.63,31.54,13.88,7.14,5.83,4.51,3.57,5.72,4.48,0.46153846153846156,17.659999999999997,2014,South Alabama,293.0,343.0,6,1391.3076923076924,1446.0,1389.0,4.470659780666667,-57.0,,,0.16299999999999998,,-5.16
100,Wake Forest,ACC (Atlantic),,3,9,-8.5,0.86,-7.64,31.79,14.69,7.13,5.38,2.44,3.62,4.76,4.31,0.25,17.1,2014,Wake Forest,178.0,317.0,3,1323.909090909091,1300.0,1368.0,3.907146233666667,68.0,,,-0.125,,1.61
101,New Mexico,MWC (Mountain),,4,8,0.78,-8.58,-7.8,39.42,25.83,7.88,7.25,7.04,5.19,7.27,6.03,0.3333333333333333,13.590000000000003,2014,New Mexico,332.0,431.0,4,1235.3333333333333,1199.0,1203.0,5.189886685833334,4.0,,,-0.08300000000000002,,-2.14
102,Ball State,MAC (West),,5,7,-3.14,-5.22,-8.35,34.26,20.01,6.82,6.36,4.58,4.29,5.63,5.25,0.4166666666666667,14.249999999999996,2014,Ball State,332.0,326.0,5,1470.1,1475.0,1489.0,4.7133440958333335,14.0,,,0.08300000000000002,,-8.68
103,UTSA,CUSA (West),,4,8,-11.19,2.57,-8.62,28.21,13.45,6.76,6.3,3.89,2.98,5.19,4.43,0.3333333333333333,14.760000000000002,2014,UTSA,205.0,311.0,4,1391.1666666666667,1418.0,1476.0,5.014898018833333,58.0,,,0.04199999999999998,,-2.45
104,Iowa State,Big 12,,2,10,-2.63,-6.01,-8.64,38.59,21.1,7.23,5.75,4.91,4.71,6.16,5.16,0.16666666666666666,17.490000000000002,2014,Iowa State,278.0,466.0,2,1412.3636363636363,1471.0,1460.0,4.679327147666666,-11.0,,,-0.167,,3.52
106,Akron,MAC (East),,5,7,-9.2,-0.03,-9.23,31.01,15.73,6.46,6.06,4.64,3.58,5.73,4.63,0.4166666666666667,15.280000000000001,2014,Akron,271.0,277.0,5,1243.6363636363637,1269.0,1258.0,4.287396690416666,-11.0,,,-0.04199999999999998,,-7.73
107,Buffalo,MAC (East),,5,6,-0.2,-9.14,-9.34,38.67,25.34,8.29,7.67,4.88,3.97,6.42,5.34,0.45454545454545453,13.330000000000002,2014,Buffalo,355.0,347.0,5,1361.7777777777778,1319.0,1319.0,3.808531957727273,0.0,,,-0.026000000000000023,,-9.98
109,Florida Atlantic,CUSA (East),,3,9,-6.06,-3.62,-9.68,34.94,19.41,7.35,5.66,5.2,4.69,6.19,5.15,0.25,15.529999999999998,2014,Florida Atlantic,288.0,413.0,3,1293.25,1276.0,1244.0,4.792473480444444,-32.0,,,0.0,,-1.18
110,Ohio,MAC (East),,6,6,-9.37,-0.42,-9.79,28.64,15.55,7.24,6.3,4.66,3.32,5.9,4.78,0.5,13.09,2014,Ohio,246.0,298.0,6,1244.0,1158.0,1216.0,4.079421275416666,58.0,,,0.0,,-6.95
112,South Florida,American,,4,8,-9.83,-1.07,-10.9,28.72,14.82,7.55,6.48,4.31,3.75,5.92,4.82,0.3333333333333333,13.899999999999999,2014,South Florida,206.0,324.0,4,1275.090909090909,1276.0,1273.0,3.7910316920833336,-3.0,,,0.04199999999999998,,-2.73
114,Tulane,American,,3,9,-11.5,0.12,-11.38,29.26,15.18,6.53,6.17,4.92,3.5,5.73,4.71,0.25,14.080000000000002,2014,Tulane,192.0,341.0,3,1285.909090909091,1276.0,1245.0,4.0882929675833335,-31.0,,,0.0,,-0.8
115,North Texas,CUSA (West),,4,8,-5.24,-6.67,-11.91,38.83,22.63,7.33,6.41,4.51,3.99,5.71,5.11,0.3333333333333333,16.2,2014,North Texas,326.0,358.0,4,1401.2727272727273,1326.0,1326.0,3.160025158272727,0.0,,,-0.08300000000000002,,-5.91
116,Massachusetts,MAC (East),,3,9,-2.7,-9.91,-12.61,36.83,25.59,8.43,6.54,4.06,4.24,6.54,5.22,0.25,11.239999999999998,2014,Massachusetts,328.0,396.0,3,1091.9166666666667,1112.0,1014.0,4.906735135166667,-98.0,,,0.125,,-7.03
117,Army,Ind,,4,8,-4.11,-8.84,-12.95,34.54,25.02,7.93,6.86,6.0,5.11,6.35,5.99,0.3333333333333333,9.52,2014,Army,299.0,395.0,4,1245.7,1195.0,1272.0,3.872660733083334,77.0,,,,,-5.78
118,Kent State,MAC (East),,2,9,-12.84,-0.2,-13.04,27.14,18.9,6.79,6.36,4.04,4.05,5.67,4.93,0.18181818181818182,8.240000000000002,2014,Kent State,180.0,319.0,2,1228.7272727272727,1151.0,1164.0,4.368233340636364,13.0,,,-0.03900000000000001,,-4.58
119,Miami (OH),MAC (East),,2,10,-6.0,-7.99,-13.99,32.83,22.9,7.91,6.17,4.21,4.44,6.35,5.14,0.16666666666666666,9.93,2014,Miami (OH),268.0,382.0,2,1094.090909090909,1122.0,1109.0,4.444435971833333,-13.0,,,0.08299999999999999,,-5.24
120,Troy,Sun Belt,,3,9,-8.84,-5.82,-14.67,31.33,25.25,7.71,6.43,4.55,5.1,6.01,5.54,0.25,6.079999999999998,2014,Troy,262.0,434.0,3,1096.7272727272727,987.0,1068.0,3.282261491916667,81.0,,,0.125,,-6.17
121,Tulsa,American,,2,10,-1.82,-13.41,-15.23,38.84,28.56,7.85,8.03,4.61,4.82,6.22,6.14,0.16666666666666666,10.280000000000005,2014,Tulsa,296.0,471.0,2,1216.0833333333333,1165.0,1185.0,3.966728756583333,20.0,,,0.08299999999999999,,-2.56
124,SMU,American,,1,11,-16.87,-1.3,-18.17,24.77,24.82,5.82,7.35,4.37,4.57,5.15,5.54,0.08333333333333333,-0.05000000000000071,2014,SMU,133.0,496.0,1,1110.75,1095.0,1095.0,2.159995313,0.0,,,0.041999999999999996,,0.41
125,New Mexico State,Sun Belt,,2,10,-6.08,-12.4,-18.48,33.11,29.78,7.14,6.01,4.59,5.62,5.9,5.69,0.16666666666666666,3.3299999999999983,2014,New Mexico State,294.0,469.0,2,991.7272727272727,953.0,978.0,3.7352807162727273,25.0,,,-0.04200000000000001,,-7.65
126,Idaho,Sun Belt,,1,10,-4.93,-14.74,-19.67,35.32,28.68,7.92,8.56,3.92,5.0,5.95,6.14,0.09090909090909091,6.640000000000001,2014,Idaho,275.0,410.0,1,1026.4545454545455,1028.0,1034.0,3.8929326859,6.0,,,0.034,,-7.21
127,Eastern Michigan,MAC (West),,2,10,-14.75,-5.07,-19.82,24.76,29.48,6.4,7.64,4.5,4.58,5.25,5.83,0.16666666666666666,-4.719999999999999,2014,Eastern Michigan,182.0,491.0,2,886.0909090909091,892.0,837.0,1.8057901537272727,-55.0,,,-0.04200000000000001,,-4.07
128,Georgia State,Sun Belt,,1,11,-5.55,-14.87,-20.41,33.57,32.69,8.65,6.04,3.58,5.54,6.28,5.8,0.08333333333333333,0.8800000000000026,2014,Georgia State,272.0,520.0,1,1086.090909090909,1089.0,1175.0,3.4540457831818183,86.0,,,-0.083,,-4.5
1,Alabama,SEC (West),1.0,14,1,9.34,14.38,23.72,56.01,-3.79,9.84,3.87,6.33,1.16,7.65,2.7,0.9333333333333333,59.8,2015,Alabama,526.0,227.0,14,2030.0,2040.0,2029.0,3.409363182066667,-11.0,3.0,1.0,-0.05800000000000005,2.0,7.46
2,Ohio State,Big Ten (East),4.0,12,1,6.45,14.28,20.73,52.8,-2.61,9.59,3.88,6.88,2.07,7.76,3.07,0.9230769230769231,55.41,2015,Ohio State,464.0,196.0,12,2048.5384615384614,2082.0,2012.0,2.6792350327692307,-70.0,1.0,1.0,-0.04800000000000004,-3.0,3.81
3,Clemson,ACC (Atlantic),2.0,14,1,12.53,6.35,18.88,59.12,3.34,10.49,4.31,6.38,2.0,8.07,3.19,0.9333333333333333,55.78,2015,Clemson,577.0,325.0,14,1920.4285714285713,2013.0,1813.0,3.645987856,-200.0,12.0,1.0,0.06699999999999995,10.0,5.21
4,Stanford,Pac-12 (North),3.0,12,2,12.14,6.67,18.81,56.49,3.59,11.37,4.77,6.47,2.91,8.08,3.96,0.8571428571428571,52.900000000000006,2015,Stanford,529.0,316.0,12,1867.7142857142858,1920.0,1709.0,3.8566394235,-211.0,21.0,3.0,0.03200000000000003,18.0,5.17
5,Oklahoma,Big 12,5.0,11,2,8.23,9.6,17.84,59.24,1.53,10.92,3.91,6.13,2.69,8.12,3.3,0.8461538461538461,57.71,2015,Oklahoma,566.0,286.0,11,1904.1538461538462,2040.0,1930.0,3.1928915095384616,-110.0,19.0,3.0,0.04300000000000004,14.0,4.38
6,Michigan,Big Ten (East),12.0,10,3,4.17,12.17,16.34,50.42,-0.45,9.57,3.72,5.72,2.28,7.28,3.13,0.7692307692307693,50.870000000000005,2015,Michigan,408.0,213.0,10,1736.3076923076924,1817.0,1741.0,3.885731134076923,-76.0,,12.0,-0.019000000000000017,,4.57
7,Michigan State,Big Ten (East),6.0,12,2,4.5,10.87,15.36,47.73,1.25,9.43,4.87,5.24,2.04,6.87,3.77,0.8571428571428571,46.48,2015,Michigan State,417.0,304.0,12,1860.642857142857,1834.0,1827.0,4.208902161642857,-7.0,5.0,2.0,0.018000000000000016,-1.0,6.58
8,LSU,SEC (West),16.0,9,3,6.61,8.44,15.04,50.76,2.24,9.83,3.92,7.28,2.31,8.13,3.26,0.75,48.519999999999996,2015,LSU,394.0,291.0,9,1781.25,1791.0,1772.0,3.4952419868333333,-19.0,14.0,4.0,-0.125,-2.0,6.79
9,Ole Miss,SEC (West),10.0,10,3,8.16,6.25,14.42,58.84,5.06,10.87,4.33,6.55,2.17,8.63,3.43,0.7692307692307693,53.78,2015,Ole Miss,531.0,294.0,10,1792.0,1801.0,1730.0,3.5203352273076924,-71.0,17.0,3.0,-0.019000000000000017,7.0,4.42
10,Notre Dame,Ind,11.0,10,3,10.99,3.33,14.33,56.56,6.66,10.93,4.74,7.35,3.16,8.76,4.17,0.7692307692307693,49.900000000000006,2015,Notre Dame,445.0,313.0,10,1749.3076923076924,1773.0,1745.0,3.7372346254615385,-28.0,11.0,4.0,,0.0,6.1
11,Tennessee,SEC (East),22.0,9,4,9.07,4.87,13.94,54.89,5.33,9.03,4.73,6.18,3.07,7.2,3.98,0.6923076923076923,49.56,2015,Tennessee,457.0,260.0,9,1699.0,1747.0,1662.0,3.8939502824615384,-85.0,25.0,22.0,-0.06699999999999995,3.0,3.1
12,Florida State,ACC (Atlantic),14.0,10,3,4.84,8.75,13.59,50.27,1.65,9.68,3.93,6.63,2.65,8.01,3.44,0.7692307692307693,48.620000000000005,2015,Florida State,412.0,227.0,10,1850.75,1843.0,1830.0,3.651074393230769,-13.0,10.0,9.0,-0.019000000000000017,-4.0,1.97
13,Mississippi State,SEC (West),,9,4,8.45,5.14,13.59,53.37,5.4,10.33,4.71,5.91,2.92,8.13,3.75,0.6923076923076923,47.97,2015,Mississippi State,447.0,302.0,9,1781.25,1800.0,1729.0,3.275847369076923,-71.0,,20.0,-0.19199999999999995,,4.74
14,Baylor,Big 12,13.0,10,3,12.69,0.39,13.08,60.81,10.82,11.03,4.99,6.63,2.84,8.22,3.85,0.7692307692307693,49.99,2015,Baylor,625.0,368.0,10,2022.6666666666667,2120.0,2098.0,3.278284457076923,-22.0,4.0,2.0,-0.10199999999999998,-9.0,0.31
15,Arkansas,SEC (West),,8,5,11.32,1.47,12.79,55.22,9.24,11.48,6.49,6.4,2.44,8.43,4.65,0.6153846153846154,45.98,2015,Arkansas,467.0,356.0,8,1752.9166666666667,1718.0,1719.0,4.888930775846154,1.0,18.0,18.0,0.010000000000000009,,6.02
16,North Carolina,ACC (Coastal),15.0,11,3,10.46,2.27,12.73,57.28,8.48,10.74,4.32,7.14,4.08,8.61,4.27,0.7857142857142857,48.8,2015,North Carolina,570.0,343.0,11,1698.8333333333333,1685.0,1611.0,3.412142123571429,-74.0,,8.0,0.21399999999999997,,1.09
17,Houston,American (West),8.0,13,1,8.01,4.31,12.32,53.7,7.71,9.43,6.07,5.79,2.42,7.11,4.53,0.9285714285714286,45.99,2015,Houston,566.0,290.0,13,1759.076923076923,1813.0,1670.0,3.8668914345000003,-143.0,,8.0,-0.05400000000000005,,-3.04
18,USC,Pac-12 (South),,8,6,4.68,6.85,11.53,52.08,3.33,10.13,5.25,5.81,2.36,7.64,3.86,0.5714285714285714,48.75,2015,USC,475.0,360.0,8,1860.2857142857142,1889.0,1926.0,4.414911413,37.0,8.0,6.0,0.09600000000000009,,7.39
20,Utah,Pac-12 (South),17.0,10,3,3.23,8.16,11.39,47.92,2.06,8.63,4.81,5.61,1.81,6.66,3.53,0.7692307692307693,45.86,2015,Utah,398.0,290.0,10,1740.4615384615386,1797.0,1817.0,4.562666732461539,20.0,,3.0,-0.10199999999999998,,4.32
21,Navy,American (West),18.0,11,2,5.86,5.29,11.14,50.52,6.71,11.81,5.14,6.67,3.1,7.25,4.48,0.8461538461538461,43.81,2015,Navy,478.0,284.0,11,1657.5,1616.0,1616.0,2.922854683846154,0.0,,16.0,0.029000000000000026,,-1.55
22,Oregon,Pac-12 (North),19.0,9,4,18.61,-7.56,11.05,61.92,19.96,10.82,5.07,7.37,3.79,8.52,4.56,0.6923076923076923,41.96,2015,Oregon,559.0,488.0,9,1805.0,1737.0,1766.0,4.579074826384615,29.0,7.0,7.0,0.08600000000000008,-12.0,4.74
23,Wisconsin,Big Ten (West),21.0,10,3,-1.85,12.7,10.85,43.73,-1.12,8.96,4.29,5.32,2.01,6.81,3.27,0.7692307692307693,44.849999999999994,2015,Wisconsin,348.0,178.0,10,1799.3076923076924,1796.0,1812.0,3.981619127461539,16.0,20.0,19.0,-0.019000000000000017,-1.0,1.39
24,Iowa,Big Ten (West),9.0,12,2,3.7,7.1,10.8,47.34,5.71,9.61,4.93,5.71,2.43,7.09,3.88,0.8571428571428571,41.63,2015,Iowa,433.0,285.0,12,1692.0,1751.0,1688.0,4.408092338142857,-63.0,,3.0,0.14300000000000002,,1.51
25,Toledo,MAC (West),,10,2,3.84,6.32,10.16,48.0,5.79,8.77,4.93,5.92,2.46,7.13,3.88,0.8333333333333334,42.21,2015,Toledo,420.0,249.0,10,1629.8333333333333,1680.0,1612.0,4.631499444,-68.0,,19.0,-0.08299999999999996,,-1.51
26,Washington,Pac-12 (North),,7,6,-2.6,12.33,9.73,46.25,-2.1,9.51,4.64,5.84,1.89,7.32,3.23,0.5384615384615384,48.35,2015,Washington,398.0,244.0,7,1697.5833333333333,1638.0,1657.0,4.015915265153846,19.0,,,-0.09400000000000003,,4.27
27,Florida,SEC (East),25.0,10,4,-0.6,10.26,9.65,44.24,1.59,9.53,4.28,5.03,2.12,6.91,3.17,0.7142857142857143,42.65,2015,Florida,325.0,256.0,10,1796.0714285714287,1895.0,1837.0,4.006780559928571,-58.0,,8.0,0.16100000000000003,,4.94
28,Western Kentucky,CUSA (East),24.0,12,2,10.85,-1.23,9.62,56.7,14.06,10.74,5.89,5.51,3.59,8.26,4.71,0.8571428571428571,42.64,2015,Western Kentucky,620.0,363.0,12,1667.7857142857142,1677.0,1673.0,3.3766059975384617,-4.0,,24.0,0.14300000000000002,,-4.02
29,California,Pac-12 (North),,8,5,10.98,-1.44,9.54,56.65,12.26,10.84,5.66,6.01,3.4,8.48,4.59,0.6153846153846154,44.39,2015,California,493.0,399.0,8,1522.25,1516.0,1525.0,3.9985470918461536,9.0,,20.0,-0.17099999999999999,,4.92
30,Texas A&M,SEC (West),,8,5,2.21,7.19,9.4,46.44,4.31,8.86,4.0,5.88,3.61,7.14,3.83,0.6153846153846154,42.129999999999995,2015,Texas A&M,361.0,286.0,8,1722.0833333333333,1721.0,1763.0,3.9293051784615383,42.0,,9.0,-0.11499999999999999,,4.47
31,Georgia,SEC (East),,10,3,0.64,8.35,8.98,45.93,3.29,9.45,4.67,6.6,2.84,7.72,3.71,0.7692307692307693,42.64,2015,Georgia,342.0,220.0,10,1840.0,1772.0,1843.0,3.6261740846153847,71.0,9.0,7.0,-0.14400000000000002,,1.83
32,UCLA,Pac-12 (South),,8,5,4.04,4.7,8.73,49.45,5.91,9.08,3.62,6.34,3.12,7.53,3.35,0.6153846153846154,43.540000000000006,2015,UCLA,419.0,338.0,8,1748.8461538461538,1734.0,1810.0,4.547114364923077,76.0,13.0,7.0,-0.05899999999999994,,4.27
33,Oklahoma State,Big 12,20.0,10,3,9.4,-0.9,8.5,54.57,12.94,10.59,5.66,4.59,3.23,7.65,4.31,0.7692307692307693,41.63,2015,Oklahoma State,514.0,396.0,10,1741.6666666666667,1802.0,1697.0,5.060754956153845,-105.0,,4.0,0.009000000000000008,,1.57
34,Bowling Green,MAC (East),,10,4,9.4,-1.31,8.09,56.9,14.41,10.17,5.53,5.74,3.23,7.94,4.35,0.7142857142857143,42.489999999999995,2015,Bowling Green,591.0,405.0,10,1557.0,1679.0,1424.0,4.082166160714285,-255.0,,,0.16100000000000003,,-0.34
35,West Virginia,Big 12,,8,5,1.96,5.64,7.59,47.96,5.5,9.14,5.21,5.83,2.66,7.13,3.86,0.6153846153846154,42.46,2015,West Virginia,442.0,320.0,8,1721.7692307692307,1668.0,1758.0,4.2005845939999995,90.0,,23.0,-0.17099999999999999,,2.21
36,BYU,Ind,,9,4,4.43,3.08,7.51,51.33,8.28,9.9,4.99,5.36,2.71,7.57,3.8,0.6923076923076923,43.05,2015,BYU,438.0,297.0,9,1590.4166666666667,1568.0,1585.0,4.986684467461538,17.0,,19.0,,,0.66
37,Northwestern,Big Ten (West),23.0,10,3,-5.11,12.41,7.3,37.95,1.88,7.16,3.92,5.44,2.39,5.95,3.3,0.7692307692307693,36.07,2015,Northwestern,254.0,242.0,10,1521.25,1489.0,1533.0,5.008145013846154,44.0,,12.0,-0.019000000000000017,,4.23
38,Auburn,SEC (West),,7,6,2.89,4.27,7.16,45.9,6.73,9.37,4.12,5.74,3.04,6.91,3.63,0.5384615384615384,39.17,2015,Auburn,357.0,338.0,7,1684.0833333333333,1653.0,1662.0,4.483023301846154,9.0,6.0,6.0,-0.28800000000000003,,5.39
39,Louisville,ACC (Atlantic),,8,5,4.03,2.66,6.69,48.21,7.75,9.79,5.0,6.03,2.0,7.57,3.56,0.6153846153846154,40.46,2015,Louisville,373.0,313.0,8,1659.25,1634.0,1682.0,5.271053246923078,48.0,,,0.010000000000000009,,3.23
40,Nebraska,Big Ten (West),,6,7,8.56,-2.01,6.56,51.51,11.7,9.87,5.82,6.0,2.75,7.68,4.65,0.46153846153846156,39.81,2015,Nebraska,427.0,362.0,6,1703.6923076923076,1681.0,1705.0,5.082189977692308,24.0,,,-0.08700000000000002,,3.94
41,Memphis,American (West),,9,4,5.99,0.55,6.55,53.21,10.32,10.09,5.99,5.06,2.54,7.14,4.26,0.6923076923076923,42.89,2015,Memphis,522.0,355.0,9,1658.0,1703.0,1639.0,5.027219972076923,-64.0,,15.0,-0.06699999999999995,,0.16
42,Washington State,Pac-12 (North),,9,4,4.8,1.75,6.55,46.16,9.71,8.43,4.64,4.56,3.54,7.05,4.17,0.6923076923076923,36.449999999999996,2015,Washington State,409.0,360.0,9,1518.3333333333333,1529.0,1444.0,5.726097432615385,-85.0,,20.0,-0.02499999999999991,,1.48
43,Penn State,Big Ten (East),,7,6,-0.65,7.11,6.46,42.88,5.82,8.99,4.23,5.6,2.49,7.04,3.55,0.5384615384615384,37.06,2015,Penn State,301.0,284.0,7,1603.7692307692307,1597.0,1512.0,4.178626001538461,-85.0,,,-0.038000000000000034,,4.77
44,Temple,American (East),,10,4,0.84,5.6,6.45,44.1,6.25,8.51,4.68,5.1,3.0,6.48,3.99,0.7142857142857143,37.85,2015,Temple,417.0,281.0,10,1618.7142857142858,1678.0,1597.0,4.529546517357143,-81.0,,20.0,0.16100000000000003,,-1.63
46,San Diego State,MWC (West),,11,3,-2.36,8.62,6.26,43.17,3.88,9.5,4.9,5.52,2.07,6.63,3.51,0.7857142857142857,39.29,2015,San Diego State,450.0,230.0,11,1545.8461538461538,1457.0,1381.0,3.1087068537857143,-76.0,,,0.21399999999999997,,-6.02
47,Boise State,MWC (Mountain),,9,4,1.68,4.35,6.03,52.65,7.14,9.18,4.82,5.52,2.09,7.17,3.72,0.6923076923076923,45.51,2015,Boise State,508.0,263.0,9,1780.9166666666667,1822.0,1822.0,3.227164341769231,0.0,23.0,20.0,-0.06699999999999995,,-4.66
48,South Florida,American (East),,8,5,1.7,4.17,5.88,47.86,7.64,9.95,5.15,6.34,2.74,7.46,4.08,0.6153846153846154,40.22,2015,South Florida,437.0,298.0,8,1435.0,1396.0,1396.0,4.134949654384616,0.0,,,0.135,,-0.74
50,Georgia Southern,Sun Belt,,9,4,2.14,3.14,5.27,46.34,11.06,6.98,5.97,7.16,3.06,7.32,4.31,0.6923076923076923,35.28,2015,Georgia Southern,474.0,306.0,9,1518.1666666666667,1500.0,1500.0,2.5477586306153843,0.0,,,0.05800000000000005,,-5.42
53,Virginia Tech,ACC (Coastal),,7,6,4.52,0.52,5.04,48.03,9.54,9.31,5.31,4.93,3.35,6.64,4.25,0.5384615384615384,38.49,2015,Virginia Tech,403.0,342.0,7,1622.0833333333333,1618.0,1608.0,5.556601589384615,-10.0,,,-0.038000000000000034,,1.65
54,Arizona State,Pac-12 (South),,6,7,9.54,-4.63,4.91,52.86,14.58,9.25,6.55,5.61,2.26,7.27,4.67,0.46153846153846156,38.28,2015,Arizona State,450.0,435.0,6,1650.4166666666667,1666.0,1651.0,5.814400932076922,-15.0,15.0,15.0,-0.018000000000000016,,4.45
55,Western Michigan,MAC (West),,8,5,6.21,-1.45,4.77,50.41,13.95,10.81,6.03,5.99,4.36,7.99,5.17,0.6153846153846154,36.459999999999994,2015,Western Michigan,468.0,368.0,8,1496.9166666666667,1517.0,1376.0,3.2009289973333335,-141.0,,,0.135,,-0.08
56,Texas Tech,Big 12,,7,6,16.94,-13.9,3.04,61.28,26.33,9.72,5.89,6.51,5.07,8.22,5.5,0.5384615384615384,34.95,2015,Texas Tech,586.0,567.0,7,1560.75,1556.0,1564.0,4.292221460153846,8.0,,,-0.09400000000000003,,2.89
57,Duke,ACC (Coastal),,8,5,2.7,0.24,2.94,48.43,12.15,8.08,6.04,5.96,2.64,6.82,4.35,0.6153846153846154,36.28,2015,Duke,410.0,330.0,8,1621.5,1724.0,1727.0,5.214907966923077,3.0,,22.0,-0.11499999999999999,,-0.75
58,Minnesota,Big Ten (West),,6,7,0.74,1.72,2.46,43.01,9.65,8.95,4.3,5.65,3.1,7.05,3.7,0.46153846153846156,33.36,2015,Minnesota,292.0,327.0,6,1599.5384615384614,1554.0,1555.0,5.104829077461539,1.0,,,-0.21200000000000002,,4.84
59,Indiana,Big Ten (East),,6,7,12.97,-10.71,2.26,53.86,21.87,10.0,5.87,6.03,4.17,7.6,5.2,0.46153846153846156,31.99,2015,Indiana,475.0,489.0,6,1438.8333333333333,1403.0,1441.0,6.579747878769231,38.0,,,-0.21200000000000002,,3.03
61,Marshall,CUSA (East),,10,3,-2.03,3.88,1.84,40.98,9.22,7.68,4.78,4.93,3.61,6.22,4.11,0.7692307692307693,31.759999999999998,2015,Marshall,407.0,231.0,10,1696.1666666666667,1675.0,1663.0,4.245109986384615,-12.0,,,-0.019000000000000017,,-8.24
62,Kansas State,Big 12,,6,7,1.53,0.3,1.83,44.11,12.82,8.15,6.08,4.88,3.32,6.12,4.7,0.46153846153846156,31.29,2015,Kansas State,389.0,409.0,6,1647.0833333333333,1552.0,1773.0,4.7531367115384615,221.0,,,-0.129,,2.06
63,Louisiana Tech,CUSA (West),,9,4,3.85,-2.02,1.83,46.92,15.35,9.45,5.9,5.4,2.99,7.5,4.5,0.6923076923076923,31.57,2015,Louisiana Tech,488.0,349.0,9,1699.5,1722.0,1643.0,3.965764708230769,-79.0,,,0.05800000000000005,,-5.94
64,Northern Illinois,MAC (West),,8,6,2.65,-1.1,1.55,45.4,13.94,8.85,5.08,5.03,3.11,6.44,4.05,0.5714285714285714,31.46,2015,Northern Illinois,436.0,387.0,8,1548.6923076923076,1559.0,1500.0,4.003049272214286,-59.0,,,0.17900000000000005,,-1.95
65,Georgia Tech,ACC (Coastal),,3,9,-1.32,2.75,1.43,47.29,7.49,9.57,5.18,6.51,3.29,7.26,4.23,0.25,39.8,2015,Georgia Tech,351.0,309.0,3,1753.0,1714.0,1800.0,4.1569065919999995,86.0,16.0,14.0,-0.125,,4.6
66,Arizona,Pac-12 (South),,7,6,7.88,-6.61,1.27,54.96,20.91,9.3,6.32,6.84,3.34,7.84,4.74,0.5384615384615384,34.05,2015,Arizona,486.0,465.0,7,1579.1666666666667,1619.0,1536.0,3.6801375844615385,-83.0,22.0,16.0,-0.20500000000000002,,1.12
67,Cincinnati,American (East),,7,6,5.19,-4.0,1.19,49.45,17.32,10.15,5.07,5.64,4.38,7.77,4.81,0.5384615384615384,32.13,2015,Cincinnati,440.0,405.0,7,1579.5,1574.0,1535.0,4.992958504846154,-39.0,,,-0.038000000000000034,,-0.65
68,Illinois,Big Ten (West),,5,7,-4.43,5.61,1.18,41.32,8.22,7.81,4.09,5.4,3.14,6.51,3.69,0.4166666666666667,33.1,2015,Illinois,272.0,279.0,5,1441.7272727272727,1445.0,1445.0,3.944692235333333,0.0,,,-0.16699999999999998,,3.26
69,Texas,Big 12,,5,7,-2.1,3.19,1.09,41.55,8.62,8.51,4.89,6.04,3.28,6.83,3.87,0.4166666666666667,32.93,2015,Texas,317.0,364.0,5,1486.25,1435.0,1434.0,4.32018565175,-1.0,,,0.027000000000000024,,4.84
70,Arkansas State,Sun Belt,,9,4,4.82,-4.08,0.74,50.45,19.73,8.4,6.01,5.8,3.7,6.84,4.83,0.6923076923076923,30.720000000000002,2015,Arkansas State,520.0,393.0,9,1414.0833333333333,1373.0,1314.0,3.3256270725384613,-59.0,,,0.30800000000000005,,-6.26
71,Central Michigan,MAC (West),,7,6,-2.71,3.29,0.59,39.19,8.57,9.38,5.07,4.03,3.27,6.78,4.18,0.5384615384615384,30.619999999999997,2015,Central Michigan,336.0,286.0,7,1462.0833333333333,1501.0,1427.0,4.371285898083333,-74.0,,,0.21199999999999997,,-1.8
72,Air Force,MWC (Mountain),,8,6,1.15,-0.79,0.36,48.03,12.25,12.34,5.64,6.61,3.08,7.52,4.63,0.5714285714285714,35.78,2015,Air Force,473.0,357.0,8,1518.5384615384614,1579.0,1447.0,3.2170712159285713,-132.0,,,0.17900000000000005,,-3.14
73,Missouri,SEC (East),,5,7,-10.79,10.99,0.2,32.26,0.03,7.24,3.82,4.73,2.14,5.81,2.91,0.4166666666666667,32.23,2015,Missouri,163.0,194.0,5,1651.0,1627.0,1658.0,4.823116916583333,31.0,24.0,21.0,-0.292,,3.04
74,Akron,MAC (East),,8,5,-6.11,5.74,-0.37,36.14,9.76,8.29,5.21,4.84,2.18,6.24,3.85,0.6153846153846154,26.380000000000003,2015,Akron,311.0,279.0,8,1277.25,1225.0,1316.0,3.646953516230769,91.0,,,0.010000000000000009,,-4.44
75,Ohio,MAC (East),,8,5,-1.01,0.54,-0.46,39.74,13.57,8.89,5.14,5.12,4.29,6.73,4.76,0.6153846153846154,26.17,2015,Ohio,358.0,329.0,8,1333.75,1211.0,1399.0,4.405862011615385,188.0,,,0.010000000000000009,,-3.69
